FX,ex_sec,ex_cost,opt_sec,opt_cost
5098,0.05,33,0.19,10
5099,0.05,31,0.14,8
5100,0.06,40,0.26,10
5101,0.05,41,1.34,13
5102,0.05,36,0.32,10
5103,0.05,40,0.22,8
5104,0.05,39,0.12,8
5105,0.05,40,0.09,6
5106,0.05,38,0.15,8
5107,0.05,49,0.1,6
5108,0.06,35,0.21,10
5109,0.05,33,0.19,8
5110,0.06,39,0.19,10
5111,0.05,48,0.27,7
5112,0.05,35,0.25,10
5113,0.05,40,0.18,8
5114,0.05,40,0.27,9
5115,0.05,41,0.2,7
5116,0.05,44,0.27,10
5117,0.05,40,0.18,8
5118,0.05,39,0.44,10
5119,0.05,44,0.1,6
5120,0.05,42,0.13,11
5121,0.06,37,0.27,17
5122,0.05,37,0.24,17
5123,0.07,41,0.3,15
5124,0.05,33,0.12,10
5125,0.05,35,0.19,12
5126,0.06,42,0.37,16
5127,0.07,38,0.23,12
5128,0.05,36,0.26,16
5129,0.13,45,0.94,22
5130,0.06,36,0.36,15
5131,0.06,43,0.45,17
5132,0.05,41,0.16,11
5133,0.05,42,0.54,15
5134,0.07,39,0.26,12
5135,0.09,38,0.14,10
5136,0.05,34,0.12,10
5137,0.05,43,0.2,12
5138,0.07,39,0.29,16
5139,0.06,39,0.21,12
5140,0.05,33,0.07,6
5141,0.05,36,0.21,9
5142,0.05,39,0.25,12
5143,0.05,41,0.21,10
5144,0.06,38,0.24,15
5145,0.06,39,0.56,17
5146,0.05,33,0.22,12
5147,0.05,38,0.8,15
5148,0.05,37,0.18,10
5149,0.05,43,0.31,11
5150,0.05,34,0.25,10
5151,0.05,39,0.13,8
5152,0.05,40,0.28,16
5153,0.09,42,1.02,22
5154,0.05,36,0.33,15
5155,0.08,41,0.53,17
5156,0.05,40,0.3,15
5157,0.06,44,0.66,17
5158,0.05,35,0.33,12
5159,0.05,41,0.5,15
5160,0.1,44,0.44,20
5161,0.12,39,1.66,26
5162,0.05,38,0.85,16
5163,0.07,42,1.78,20
5164,0.05,42,0.53,16
5165,0.05,42,1.65,20
5166,0.05,36,0.76,15
5167,0.05,42,0.21,12
5168,0.06,42,0.15,11
5169,0.05,37,0.57,15
5170,0.05,42,0.19,12
5171,0.06,39,0.13,10
5172,0.05,38,0.2,10
5173,0.05,39,0.3,11
5174,0.05,37,0.21,10
5175,0.05,41,0.12,8
5176,0.08,41,0.5,16
5177,0.09,41,1.74,20
5178,0.05,43,0.67,15
5179,0.05,40,0.22,12
5180,0.05,41,0.37,11
5181,0.05,39,4.51,15
5182,0.05,37,0.45,11
5183,0.05,40,0.14,8
5184,0.05,36,0.33,17
5185,0.08,40,1.12,22
5186,0.09,40,0.72,23
5187,0.06,40,1.07,21
5188,0.05,43,0.19,12
5189,0.05,39,0.83,15
5190,0.05,39,0.45,18
5191,0.05,39,1,16
5192,0.1,44,0.92,22
5193,0.15,45,2.4,27
5194,0.06,40,1.07,21
5195,0.1,43,1.34,22
5196,0.06,42,0.47,15
5197,0.05,39,1.95,17
5198,0.05,37,0.83,16
5199,0.05,41,0.2,12
5200,0.05,40,0.19,12
5201,0.05,37,0.43,15
5202,0.05,40,0.62,18
5203,0.06,38,0.89,16
5204,0.05,37,0.17,9
5205,0.05,36,0.12,8
5206,0.05,40,0.59,15
5207,0.05,35,0.23,10
5208,0.05,36,0.65,17
5209,0.06,46,1.79,20
5210,0.05,40,1.51,16
5211,0.05,40,1.51,17
5212,0.05,40,0.39,11
5213,0.05,35,0.19,9
5214,0.05,37,0.56,12
5215,0.05,40,0.15,8
5216,0.05,40,0.99,22
5217,0.12,44,2.87,27
5218,0.09,41,1.14,21
5219,0.08,41,1.53,22
5220,0.06,36,0.49,17
5221,0.06,40,1.82,20
5222,0.06,42,0.87,16
5223,0.05,38,1.31,17
5224,0.06,43,2.28,26
5225,0.25,46,4.69,31
5226,0.06,42,1.81,22
5227,0.11,41,9.74,26
5228,0.06,37,1.85,20
5229,0.06,39,5.39,22
5230,0.05,40,1.76,17
5231,0.05,40,0.44,15
5232,0.05,35,0.54,15
5233,0.06,43,1.81,17
5234,0.05,41,1.02,16
5235,0.06,42,0.21,12
5236,0.05,38,0.3,11
5237,0.05,38,0.18,9
5238,0.05,37,0.53,12
5239,0.05,43,0.13,8
5240,0.1,40,1.7,20
5241,0.07,43,5.77,22
5242,0.05,38,1.9,17
5243,0.06,37,0.53,15
5244,0.05,35,3.17,15
5245,0.06,39,0.36,11
5246,0.06,40,4.54,15
5247,0.06,34,0.29,9
5248,0.07,40,0.27,17
5249,0.12,41,0.93,23
5250,0.1,41,0.73,22
5251,0.1,41,1.43,21
5252,0.05,39,0.25,16
5253,0.06,38,0.73,18
5254,0.08,39,1.02,21
5255,0.07,44,0.45,18
5256,0.06,42,0.28,15
5257,0.13,42,1.12,21
5258,0.05,37,0.59,17
5259,0.07,42,0.76,17
5260,0.06,39,0.19,12
5261,0.05,41,0.86,16
5262,0.05,38,1.07,16
5263,0.05,35,0.22,12
5264,0.05,43,0.26,16
5265,0.05,40,0.5,18
5266,0.08,41,0.9,21
5267,0.06,38,0.71,18
5268,0.06,38,0.2,12
5269,0.05,38,0.65,15
5270,0.06,41,0.94,17
5271,0.05,40,0.85,16
5272,0.05,36,0.2,12
5273,0.05,41,0.76,16
5274,0.06,42,0.78,15
5275,0.07,40,0.84,16
5276,0.05,37,0.19,10
5277,0.05,36,0.62,12
5278,0.05,35,0.58,12
5279,0.05,40,0.21,10
5280,0.06,37,0.32,15
5281,0.08,39,1.18,21
5282,0.1,42,0.58,17
5283,0.06,36,0.76,17
5284,0.05,41,0.26,12
5285,0.05,37,0.78,16
5286,0.06,40,1.06,15
5287,0.07,42,0.91,16
5288,0.07,42,0.69,16
5289,0.07,42,2.03,22
5290,0.05,45,0.16,12
5291,0.06,43,0.35,15
5292,0.05,39,0.44,15
5293,0.05,39,1.66,17
5294,0.05,36,0.16,10
5295,0.05,40,0.24,10
5296,0.05,38,0.23,12
5297,0.07,42,0.9,16
5298,0.06,38,0.89,16
5299,0.06,41,0.26,12
5300,0.05,35,0.25,10
5301,0.06,38,0.75,12
5302,0.05,35,0.56,12
5303,0.05,39,0.32,10
5304,0.08,42,0.67,15
5305,0.06,40,1.68,17
5306,0.06,40,0.23,10
5307,0.05,39,0.15,10
5308,0.05,39,0.4,11
5309,0.06,40,3.38,15
5310,0.05,38,0.17,8
5311,0.05,34,0.2,9
5312,0.06,42,0.27,15
5313,0.09,42,1.41,21
5314,0.11,41,0.76,21
5315,0.07,42,0.54,17
5316,0.06,42,0.23,12
5317,0.06,38,0.91,16
5318,0.06,39,0.69,18
5319,0.07,44,0.85,16
5320,0.07,41,0.52,17
5321,0.13,41,2.8,22
5322,0.08,42,0.61,17
5323,0.1,44,1.69,20
5324,0.05,36,0.12,10
5325,0.05,37,0.24,12
5326,0.05,36,0.2,12
5327,0.06,42,0.16,10
5328,0.05,36,0.21,12
5329,0.06,38,1.06,16
5330,0.07,43,0.45,18
5331,0.05,37,0.78,16
5332,0.06,38,0.23,10
5333,0.05,38,0.2,10
5334,0.06,40,0.9,16
5335,0.06,39,0.46,12
5336,0.05,38,0.62,15
5337,0.07,39,1.44,17
5338,0.05,40,0.91,16
5339,0.05,43,1.61,17
5340,0.05,40,0.11,8
5341,0.05,37,0.13,8
5342,0.05,36,0.18,10
5343,0.05,37,0.26,10
5344,0.09,48,0.44,17
5345,0.07,39,1.61,22
5346,0.07,39,0.54,17
5347,0.08,41,1.74,20
5348,0.05,40,0.63,15
5349,0.07,40,1.71,17
5350,0.05,44,1.14,16
5351,0.05,43,1.78,17
5352,0.08,39,1.87,20
5353,0.12,40,8.38,26
5354,0.05,34,0.26,15
5355,0.06,40,0.69,18
5356,0.05,37,0.25,12
5357,0.07,44,0.62,15
5358,0.05,37,0.26,10
5359,0.06,41,0.3,12
5360,0.09,36,0.14,10
5361,0.05,41,0.19,12
5362,0.05,40,0.21,12
5363,0.05,42,0.16,10
5364,0.05,36,0.13,8
5365,0.05,44,0.13,8
5366,0.05,38,0.26,10
5367,0.05,39,0.26,10
5368,0.05,39,0.22,12
5369,0.05,39,1.05,15
5370,0.05,38,0.23,10
5371,0.05,37,0.24,12
5372,0.06,40,0.14,8
5373,0.05,45,0.24,9
5374,0.05,39,0.25,9
5375,0.05,46,0.13,8
5376,0.05,32,0.08,6
5377,0.05,32,0.16,9
5378,0.06,43,0.17,12
5379,0.05,35,0.17,10
5380,0.05,36,0.07,6
5381,0.05,36,0.05,4
5382,0.05,38,0.23,12
5383,0.06,40,0.09,6
5384,0.05,37,0.16,11
5385,0.05,35,0.51,15
5386,0.05,39,0.18,10
5387,0.05,38,0.31,11
5388,0.05,36,0.16,9
5389,0.05,33,0.07,6
5390,0.05,35,0.25,10
5391,0.05,41,0.07,6
5392,0.05,36,0.07,6
5393,0.05,35,0.05,4
5394,0.06,39,0.18,12
5395,0.05,38,0.08,6
5396,0.05,39,0.18,9
5397,0.05,37,0.05,4
5398,0.05,42,0.78,15
5399,0.05,41,0.09,6
5400,0.05,40,0.21,12
5401,0.05,39,0.12,10
5402,0.05,41,0.19,10
5403,0.05,37,0.13,8
5404,0.05,38,0.22,10
5405,0.05,40,0.07,6
5406,0.05,38,0.61,11
5407,0.05,35,0.11,6
5408,0.06,37,0.18,11
5409,0.06,40,0.51,15
5410,0.06,39,0.21,10
5411,0.05,37,0.36,11
5412,0.06,44,0.21,12
5413,0.06,40,0.15,10
5414,0.06,40,0.21,10
5415,0.05,38,0.1,8
5416,0.05,41,0.73,16
5417,0.08,42,2.6,20
5418,0.05,42,0.31,11
5419,0.05,35,5.05,15
5420,0.05,41,0.51,15
5421,0.06,37,0.25,12
5422,0.05,37,0.34,11
5423,0.05,38,0.13,8
5424,0.05,38,0.15,9
5425,0.05,31,0.08,6
5426,0.05,41,0.25,10
5427,0.06,36,0.08,6
5428,0.06,40,0.21,10
5429,0.06,38,0.08,6
5430,0.06,39,0.4,11
5431,0.05,39,0.08,6
5432,0.05,41,0.54,15
5433,0.05,38,0.23,12
5434,0.07,37,0.45,11
5435,0.06,37,0.14,8
5436,0.06,36,0.34,11
5437,0.06,39,0.15,8
5438,0.05,39,0.66,12
5439,0.06,44,0.12,6
5440,0.05,37,0.19,12
5441,0.06,36,0.6,15
5442,0.06,41,0.5,18
5443,0.07,42,0.86,16
5444,0.05,37,0.19,9
5445,0.05,34,0.13,8
5446,0.05,32,0.55,15
5447,0.06,34,0.21,10
5448,0.06,43,0.5,17
5449,0.07,41,3.26,20
5450,0.05,39,0.82,16
5451,0.05,38,1.44,17
5452,0.05,41,0.35,11
5453,0.05,40,0.17,9
5454,0.05,35,0.48,12
5455,0.05,39,0.12,8
5456,0.05,36,0.22,9
5457,0.05,33,0.12,8
5458,0.05,39,0.59,15
5459,0.05,39,0.22,10
5460,0.05,36,0.24,10
5461,0.05,41,0.11,6
5462,0.05,40,0.95,16
5463,0.05,46,0.17,8
5464,0.05,43,0.7,15
5465,0.05,37,0.18,12
5466,0.05,37,0.53,12
5467,0.05,42,0.21,10
5468,0.05,37,0.39,11
5469,0.05,45,0.12,7
5470,0.05,37,0.67,12
5471,0.05,41,0.19,7
5472,0.05,41,0.45,17
5473,0.06,42,1.64,20
5474,0.05,42,0.89,16
5475,0.05,40,2.04,17
5476,0.06,41,0.56,15
5477,0.05,37,0.2,12
5478,0.05,43,0.65,12
5479,0.05,35,0.22,10
5480,0.06,41,1.62,22
5481,0.13,43,10.38,26
5482,0.05,42,1.65,17
5483,0.05,44,17.35,21
5484,0.08,41,1.8,17
5485,0.07,43,0.59,15
5486,0.05,37,4.08,15
5487,0.05,35,0.37,11
5488,0.06,41,0.38,11
5489,0.05,42,0.16,9
5490,0.05,36,0.68,12
5491,0.05,34,0.13,8
5492,0.05,39,0.4,11
5493,0.05,39,0.14,7
5494,0.05,35,0.69,12
5495,0.05,37,0.23,7
5496,0.05,43,1.77,17
5497,0.05,41,0.82,15
5498,0.07,41,3.45,15
5499,0.06,41,0.45,11
5500,0.05,41,3.24,15
5501,0.05,44,0.21,9
5502,0.05,36,4.57,15
5503,0.05,36,0.28,8
5504,0.05,33,0.23,12
5505,0.06,40,0.57,15
5506,0.05,37,0.51,17
5507,0.05,34,0.89,16
5508,0.05,37,0.17,12
5509,0.05,39,0.13,10
5510,0.07,40,0.76,17
5511,0.05,36,0.24,12
5512,0.05,39,0.15,9
5513,0.05,42,0.39,11
5514,0.05,38,0.37,11
5515,0.05,40,0.58,12
5516,0.05,35,0.22,10
5517,0.05,34,0.11,8
5518,0.05,37,0.76,12
5519,0.05,37,0.14,8
5520,0.05,39,0.22,12
5521,0.05,34,0.13,10
5522,0.06,42,0.54,17
5523,0.05,40,0.2,12
5524,0.05,40,0.61,15
5525,0.05,40,0.12,8
5526,0.07,40,2.04,20
5527,0.05,42,0.24,10
5528,0.05,36,0.25,10
5529,0.05,39,0.12,8
5530,0.05,34,0.56,12
5531,0.06,39,0.21,10
5532,0.06,36,0.62,11
5533,0.06,43,0.14,8
5534,0.05,44,4.21,15
5535,0.05,39,0.18,8
5536,0.05,36,0.22,9
5537,0.05,33,0.44,11
5538,0.05,39,0.52,11
5539,0.05,40,0.65,12
5540,0.05,42,0.23,10
5541,0.05,33,0.12,8
5542,0.05,42,0.54,12
5543,0.05,37,0.21,10
5544,0.07,37,0.45,11
5545,0.05,35,1.55,14
5546,0.05,36,0.12,8
5547,0.05,37,0.27,10
5548,0.06,41,0.39,11
5549,0.05,39,0.2,10
5550,0.05,41,0.18,8
5551,0.05,40,0.07,6
5552,0.05,40,0.24,10
5553,0.05,34,0.14,8
5554,0.05,39,0.81,12
5555,0.05,40,0.14,8
5556,0.05,39,0.59,11
5557,0.05,43,0.13,8
5558,0.05,37,4.52,15
5559,0.05,46,0.16,8
5560,0.05,39,0.33,11
5561,0.05,43,0.19,10
5562,0.06,38,0.15,8
5563,0.05,43,0.08,6
5564,0.06,43,0.7,12
5565,0.05,39,0.24,9
5566,0.05,41,0.31,10
5567,0.05,40,0.1,6
5568,0.05,40,0.19,9
5569,0.05,42,0.52,11
5570,0.05,38,0.73,15
5571,0.06,44,0.78,12
5572,0.05,39,0.23,10
5573,0.05,36,0.13,8
5574,0.05,37,0.87,16
5575,0.05,32,0.24,10
5576,0.05,42,0.37,11
5577,0.05,41,1.7,14
5578,0.05,38,0.55,12
5579,0.05,40,4.38,15
5580,0.05,38,0.13,8
5581,0.06,37,0.1,6
5582,0.05,40,0.25,10
5583,0.05,35,0.18,8
5584,0.05,38,0.2,10
5585,0.06,40,0.14,8
5586,0.05,39,1,16
5587,0.06,43,0.21,10
5588,0.05,36,0.38,11
5589,0.05,44,0.17,8
5590,0.06,38,1.68,17
5591,0.06,41,0.32,10
5592,0.06,40,0.43,11
5593,0.06,42,0.23,10
5594,0.05,37,0.48,12
5595,0.06,42,0.3,10
5596,0.05,39,0.17,8
5597,0.05,41,0.1,6
5598,0.06,38,0.22,10
5599,0.05,38,0.2,7
5600,0.05,37,0.4,11
5601,0.05,37,1.91,14
5602,0.06,40,0.6,12
5603,0.05,42,3.39,15
5604,0.05,37,0.57,11
5605,0.05,35,0.29,10
5606,0.06,37,0.58,12
5607,0.06,38,0.33,10
5608,0.05,42,1.25,14
5609,0.05,41,7.96,16
5610,0.06,37,0.23,10
5611,0.05,38,0.99,13
5612,0.05,45,0.22,10
5613,0.05,38,0.13,8
5614,0.05,41,0.22,10
5615,0.05,41,0.15,8
5616,0.05,37,0.13,8
5617,0.05,44,0.07,6
5618,0.05,36,0.21,10
5619,0.05,41,0.18,8
5620,0.05,38,0.16,8
5621,0.05,41,0.08,6
5622,0.05,41,0.2,10
5623,0.05,43,0.26,7
5624,0.05,34,0.21,10
5625,0.05,39,0.13,8
5626,0.05,40,0.26,10
5627,0.05,42,0.17,8
5628,0.05,37,0.25,9
5629,0.05,45,0.21,7
5630,0.05,39,0.33,10
5631,0.05,47,0.08,6
5632,0.06,43,0.29,17
5633,0.07,40,1.08,22
5634,0.07,44,0.27,15
5635,0.06,42,0.49,17
5636,0.06,42,0.28,15
5637,0.06,37,0.53,17
5638,0.05,40,0.2,12
5639,0.05,42,0.77,15
5640,0.13,42,0.87,22
5641,0.15,47,2.99,27
5642,0.06,39,0.57,17
5643,0.08,41,1.95,20
5644,0.07,42,0.44,17
5645,0.07,41,1.74,20
5646,0.06,41,0.59,15
5647,0.05,39,0.21,12
5648,0.05,39,0.25,15
5649,0.07,40,0.54,17
5650,0.05,39,0.21,12
5651,0.06,41,0.61,15
5652,0.06,40,0.2,12
5653,0.05,42,0.76,15
5654,0.05,36,0.2,10
5655,0.05,39,0.43,12
5656,0.06,44,1.07,21
5657,0.07,44,2.81,22
5658,0.05,38,0.67,16
5659,0.07,45,1.85,17
5660,0.06,42,0.8,16
5661,0.05,38,1.68,17
5662,0.05,35,0.54,12
5663,0.06,42,0.21,10
5664,0.06,40,0.9,22
5665,0.23,47,2.73,27
5666,0.07,42,0.57,17
5667,0.05,43,1.55,20
5668,0.05,36,1.09,21
5669,0.05,39,1.79,22
5670,0.05,40,0.92,16
5671,0.06,42,1.59,17
5672,0.17,41,2.53,26
5673,0.18,45,6.35,31
5674,0.06,39,1.96,20
5675,0.05,43,4.93,22
5676,0.1,42,2.29,22
5677,0.1,44,8.85,26
5678,0.08,43,2,17
5679,0.06,42,0.9,15
5680,0.05,43,0.48,17
5681,0.05,37,2.08,20
5682,0.06,38,0.67,15
5683,0.05,36,0.18,12
5684,0.05,38,1.01,16
5685,0.06,43,2.08,17
5686,0.05,40,0.54,12
5687,0.06,40,0.22,10
5688,0.12,42,1.66,22
5689,0.21,43,8.73,26
5690,0.05,36,2.18,17
5691,0.05,39,0.7,15
5692,0.06,42,1.78,17
5693,0.07,42,18.68,21
5694,0.05,38,3.77,15
5695,0.05,39,0.46,11
5696,0.12,45,0.89,22
5697,0.16,43,3.45,27
5698,0.07,40,1.26,21
5699,0.07,41,1.46,22
5700,0.05,41,0.53,17
5701,0.06,40,1.72,20
5702,0.07,40,0.82,16
5703,0.06,41,1.55,17
5704,0.12,40,2.04,26
5705,0.22,45,5.59,31
5706,0.12,41,2.01,22
5707,0.17,48,7.98,26
5708,0.08,43,1.7,20
5709,0.12,37,6.24,22
5710,0.05,40,1.88,17
5711,0.05,40,0.74,15
5712,0.05,39,0.45,17
5713,0.08,43,1.85,20
5714,0.05,38,0.78,16
5715,0.05,39,1.45,17
5716,0.08,40,0.7,15
5717,0.05,37,0.26,12
5718,0.06,43,0.55,12
5719,0.06,40,0.21,10
5720,0.07,42,1.52,22
5721,0.1,42,10.73,26
5722,0.05,39,1.49,17
5723,0.06,44,19.34,21
5724,0.05,38,1.98,17
5725,0.05,41,0.65,15
5726,0.05,43,4.81,15
5727,0.05,39,0.36,11
5728,0.07,41,2.01,26
5729,0.09,44,4.78,31
5730,0.05,39,2.34,22
5731,0.1,43,8.17,26
5732,0.08,46,2.06,22
5733,0.11,44,10.56,26
5734,0.05,44,2.48,17
5735,0.08,42,14.66,21
5736,0.21,43,5.4,32
5737,0.35,46,7.06,36
5738,0.08,44,9.81,26
5739,0.22,46,13.27,27
5740,0.06,41,8.33,26
5741,0.19,43,11.7,27
5742,0.09,41,22.68,21
5743,0.06,38,2.24,17
5744,0.06,40,1.84,20
5745,0.09,39,5.05,22
5746,0.05,40,1.48,17
5747,0.06,43,0.63,15
5748,0.05,41,1.93,17
5749,0.05,40,0.55,15
5750,0.06,40,4.44,15
5751,0.05,36,0.46,11
5752,0.08,44,9.03,26
5753,0.13,41,11.66,27
5754,0.06,37,18.53,21
5755,0.06,42,1.56,17
5756,0.06,39,19.34,21
5757,0.05,42,1.76,17
5758,0.05,40,20.73,17
5759,0.05,40,0.47,12
5760,0.09,40,0.78,23
5761,0.23,46,1.91,28
5762,0.08,43,1.09,21
5763,0.15,43,1.39,23
5764,0.09,44,0.65,21
5765,0.12,44,1.56,23
5766,0.07,40,0.75,18
5767,0.07,42,1.91,21
5768,0.05,37,1.03,21
5769,0.15,44,4.62,26
5770,0.06,42,0.49,17
5771,0.07,38,3.12,21
5772,0.07,39,0.57,17
5773,0.14,41,2.37,21
5774,0.06,40,0.91,16
5775,0.05,39,1.21,16
5776,0.06,38,1.21,21
5777,0.14,41,1.71,23
5778,0.06,41,0.58,18
5779,0.08,40,2.51,21
5780,0.06,42,0.51,18
5781,0.08,41,2.11,21
5782,0.05,36,1.28,16
5783,0.06,43,2.44,18
5784,0.05,38,0.66,17
5785,0.08,39,5.13,21
5786,0.05,39,1.07,16
5787,0.05,42,2.94,18
5788,0.06,42,1.26,16
5789,0.07,43,2.53,18
5790,0.05,42,0.58,12
5791,0.05,41,0.52,12
5792,0.07,42,1.27,21
5793,0.08,42,3.96,26
5794,0.05,38,0.49,17
5795,0.08,38,3.03,21
5796,0.06,41,0.55,17
5797,0.1,43,3.08,21
5798,0.05,37,1.06,16
5799,0.09,45,2.21,18
5800,0.08,41,1.65,22
5801,0.12,41,8.61,27
5802,0.06,45,0.28,15
5803,0.05,41,0.84,18
5804,0.07,42,1.84,20
5805,0.06,38,5.42,22
5806,0.05,38,0.24,12
5807,0.05,38,0.43,14
5808,0.05,42,0.49,17
5809,0.1,42,3.23,21
5810,0.05,37,0.94,16
5811,0.07,43,0.78,16
5812,0.05,36,0.62,16
5813,0.07,44,2,18
5814,0.05,36,0.51,12
5815,0.05,41,0.49,12
5816,0.06,41,2.1,20
5817,0.1,43,4.9,22
5818,0.06,41,0.23,12
5819,0.05,42,0.39,14
5820,0.06,40,1.41,17
5821,0.05,42,22.36,21
5822,0.05,42,0.22,10
5823,0.05,38,0.51,12
5824,0.07,41,1.23,21
5825,0.17,45,3.34,26
5826,0.07,40,1.22,17
5827,0.13,43,3.29,21
5828,0.07,41,0.68,17
5829,0.08,42,3.87,21
5830,0.05,40,0.95,16
5831,0.06,43,2.36,18
5832,0.09,40,1.92,22
5833,0.21,45,4.36,27
5834,0.07,42,2.14,20
5835,0.09,44,7.45,22
5836,0.05,39,0.33,15
5837,0.08,42,0.82,18
5838,0.06,43,0.43,12
5839,0.06,42,0.43,14
5840,0.08,42,0.78,17
5841,0.06,40,3.09,21
5842,0.05,43,0.9,16
5843,0.09,40,2.98,18
5844,0.08,41,0.87,16
5845,0.07,43,0.71,16
5846,0.05,38,0.53,12
5847,0.05,40,0.49,12
5848,0.07,41,3.14,20
5849,0.12,41,5.14,22
5850,0.06,39,1.93,17
5851,0.06,42,23.29,21
5852,0.06,40,0.28,12
5853,0.05,42,0.46,14
5854,0.05,39,0.24,10
5855,0.05,39,0.69,12
5856,0.07,40,1.51,22
5857,0.19,46,5.8,27
5858,0.07,43,1.81,20
5859,0.07,44,5.64,22
5860,0.09,43,2.74,20
5861,0.13,41,4.89,22
5862,0.05,37,2.07,17
5863,0.05,42,22.58,21
5864,0.09,42,10.18,26
5865,0.28,43,14.08,31
5866,0.08,44,1.07,17
5867,0.05,41,1.57,20
5868,0.05,40,0.98,17
5869,0.07,42,4.22,20
5870,0.06,39,0.45,14
5871,0.05,43,0.73,14
5872,0.05,39,0.32,15
5873,0.06,43,0.96,18
5874,0.05,38,0.34,12
5875,0.06,47,0.63,14
5876,0.06,37,0.37,12
5877,0.07,40,0.5,14
5878,0.05,39,0.33,10
5879,0.05,38,0.5,12
5880,0.07,45,0.79,17
5881,0.11,46,4.26,20
5882,0.07,42,0.63,14
5883,0.05,38,0.48,14
5884,0.05,43,0.54,14
5885,0.05,42,0.44,14
5886,0.05,41,0.56,11
5887,0.05,43,0.44,12
5888,0.05,35,0.14,9
5889,0.05,42,0.43,11
5890,0.05,38,0.16,10
5891,0.05,33,0.11,7
5892,0.05,36,0.18,10
5893,0.05,40,0.11,7
5894,0.05,37,0.23,10
5895,0.05,37,0.08,6
5896,0.05,38,0.57,15
5897,0.06,42,1.57,17
5898,0.05,36,0.34,11
5899,0.05,43,0.16,9
5900,0.05,39,0.36,11
5901,0.05,37,0.16,9
5902,0.05,40,0.39,11
5903,0.05,39,0.13,7
5904,0.05,36,0.17,10
5905,0.05,38,0.13,7
5906,0.05,37,0.19,10
5907,0.05,34,0.08,6
5908,0.05,34,0.21,10
5909,0.05,39,0.08,6
5910,0.05,38,0.42,12
5911,0.05,43,0.08,6
5912,0.05,41,0.68,16
5913,0.05,39,0.21,12
5914,0.05,38,0.55,12
5915,0.05,38,0.11,8
5916,0.05,41,0.62,12
5917,0.05,40,0.13,8
5918,0.05,42,0.56,12
5919,0.05,39,0.23,7
5920,0.06,39,0.53,15
5921,0.05,39,1.55,17
5922,0.05,38,0.42,11
5923,0.05,37,0.15,9
5924,0.05,40,0.91,16
5925,0.06,42,0.22,12
5926,0.05,36,0.54,12
5927,0.05,43,0.14,8
5928,0.08,42,1.56,20
5929,0.07,41,5.18,22
5930,0.05,37,3.3,15
5931,0.05,39,0.34,11
5932,0.06,45,1.59,17
5933,0.06,42,0.68,15
5934,0.05,37,5.95,15
5935,0.05,45,0.27,9
5936,0.05,39,0.39,11
5937,0.05,40,0.17,9
5938,0.05,43,0.39,11
5939,0.05,38,0.15,7
5940,0.06,39,0.48,12
5941,0.05,43,0.13,8
5942,0.06,41,0.68,12
5943,0.05,46,0.19,7
5944,0.06,43,2.08,17
5945,0.05,41,0.89,15
5946,0.05,43,3.02,15
5947,0.05,40,0.2,9
5948,0.05,42,3.54,15
5949,0.05,40,0.41,11
5950,0.06,44,7.23,15
5951,0.05,46,0.32,8
5952,0.05,38,0.51,15
5953,0.06,40,2.16,17
5954,0.05,34,0.8,16
5955,0.05,33,0.2,12
5956,0.05,36,0.33,11
5957,0.05,39,0.17,9
5958,0.05,39,0.44,12
5959,0.05,40,0.11,8
5960,0.07,43,1.69,20
5961,0.07,41,5.48,22
5962,0.07,42,2.21,17
5963,0.05,40,0.56,15
5964,0.06,43,5.84,15
5965,0.05,39,0.35,11
5966,0.05,43,4.26,15
5967,0.05,41,0.2,9
5968,0.06,37,0.42,11
5969,0.06,39,0.2,9
5970,0.06,41,0.62,12
5971,0.06,38,0.13,8
5972,0.06,41,0.39,11
5973,0.05,40,0.13,7
5974,0.06,38,0.52,12
5975,0.05,37,0.24,7
5976,0.05,36,1.87,17
5977,0.05,42,0.5,15
5978,0.05,45,2.91,15
5979,0.06,42,0.46,11
5980,0.05,35,4.16,15
5981,0.05,39,0.26,9
5982,0.06,36,4.43,15
5983,0.05,45,0.31,8
5984,0.07,40,1.65,20
5985,0.07,44,5.11,22
5986,0.05,38,1.73,17
5987,0.05,41,0.59,15
5988,0.08,42,1.57,17
5989,0.05,39,0.61,15
5990,0.05,38,4.4,15
5991,0.05,34,0.49,11
5992,0.14,42,9.52,26
5993,0.19,42,14.25,27
5994,0.06,38,15.09,21
5995,0.06,41,1.52,17
5996,0.09,41,19.95,21
5997,0.06,41,1.9,17
5998,0.06,43,26.84,17
5999,0.05,38,0.77,12
6000,0.06,38,3.82,15
6001,0.05,42,0.39,11
6002,0.05,39,2.74,15
6003,0.05,38,0.22,9
6004,0.05,36,3.14,15
6005,0.05,36,0.24,9
6006,0.05,42,4.04,15
6007,0.08,40,0.28,8
6008,0.07,41,22.08,21
6009,0.05,39,2.88,17
6010,0.05,44,15.67,17
6011,0.05,36,0.51,12
6012,0.05,44,20.7,17
6013,0.05,38,0.8,12
6014,0.07,42,20.64,17
6015,0.05,42,2.06,10
6016,0.06,41,0.55,15
6017,0.05,41,1.52,17
6018,0.05,36,0.74,16
6019,0.05,40,0.19,12
6020,0.05,38,0.78,16
6021,0.06,39,0.23,12
6022,0.06,44,0.91,16
6023,0.06,39,0.19,10
6024,0.06,41,0.39,11
6025,0.05,37,5.8,15
6026,0.05,36,0.72,12
6027,0.05,33,0.18,9
6028,0.05,41,0.67,12
6029,0.06,38,0.22,9
