FX,ex_sec,ex_cost,opt_sec,opt_cost
53127,0.05,14,0.06,8
53128,0.03,12,0.09,8
53129,0.04,14,0.09,10
53130,0.03,13,0.03,6
53131,0.03,12,0.03,6
53132,0.1,14,0.18,12
53133,0.08,12,0.07,8
53134,0.11,14,0.48,14
53135,0.03,14,0.05,7
53136,0.16,nan,0.06,nan
53137,0.06,14,0.05,9
53138,0.22,nan,0.09,nan
53139,0.07,14,0.05,8
53140,0.1,nan,0.05,nan
53141,0.1,13,0.19,12
53142,0.26,nan,0.1,nan
53143,0.28,nan,0.1,nan
53144,0.06,14,0.16,12
53145,0.05,15,0.09,10
53146,0.54,nan,0.09,nan
53147,0.05,12,0.09,9
53148,0.33,nan,0.14,nan
53149,0.1,14,0.14,10
53150,0.28,nan,0.14,nan
53151,0.06,14,0.3,12
53152,0.03,14,0.06,8
53153,0.09,14,0.07,9
53154,0.06,13,0.06,9
53155,0.03,13,0.12,9
53156,0.36,nan,0.17,nan
53157,0.03,15,0.1,10
53158,0.18,nan,0.1,nan
53159,0.07,15,0.44,12
53160,0.04,13,0.08,10
53161,0.1,12,0.17,12
53162,0.05,13,0.05,6
53163,0.03,15,0.04,6
53164,0.09,15,0.22,14
53165,0.19,14,0.09,10
53166,0.08,16,0.25,12
53167,0.03,15,0.04,7
53168,0.1,15,0.16,11
53169,0.04,11,0.18,11
53170,0.24,nan,0.12,nan
53171,0.05,13,0.1,9
53172,0.23,nan,0.09,nan
53173,0.08,13,0.31,13
53174,0.25,nan,0.12,nan
53175,0.07,14,0.52,13
53176,0.07,14,0.1,10
53177,0.13,13,0.25,13
53178,0.03,13,0.09,9
53179,0.03,13,0.08,8
53180,0.29,15,0.28,14
53181,0.25,14,0.35,13
53182,0.69,nan,0.19,nan
53183,0.03,13,0.08,9
53184,0.03,15,0.03,4
53185,0.03,15,0.02,6
53186,0.03,14,0.04,6
53187,0.03,11,0.06,6
53188,0.03,12,0.03,6
53189,0.03,13,0.03,6
53190,0.03,11,0.05,8
53191,0.03,13,0.08,8
53192,0.04,15,0.04,6
53193,0.05,11,0.05,8
53194,0.03,14,0.04,6
53195,0.03,16,0.07,8
53196,0.03,15,0.03,5
53197,0.03,14,0.05,7
53198,0.03,13,0.05,7
53199,0.03,15,0.03,5
53200,0.03,12,0.04,6
53201,0.03,14,0.11,9
53202,0.06,13,0.05,8
53203,0.03,14,0.09,9
53204,0.07,14,0.15,11
53205,0.03,13,0.04,6
53206,0.33,nan,0.13,nan
53207,0.03,12,0.11,9
53208,0.03,15,0.14,9
53209,0.17,14,0.23,12
53210,0.05,14,0.08,9
53211,0.05,14,0.5,12
53212,0.03,12,0.12,9
53213,0.03,15,0.05,7
53214,0.04,15,0.34,12
53215,0.03,13,0.05,7
53216,0.04,12,0.03,6
53217,0.04,11,0.05,8
53218,0.03,14,0.11,9
53219,0.04,13,0.1,9
53220,0.06,14,0.09,9
53221,0.03,15,0.09,9
53222,0.04,13,0.25,12
53223,0.04,15,0.49,12
53224,0.14,14,0.13,11
53225,0.37,nan,0.15,nan
53226,0.03,13,0.03,6
53227,0.03,13,0.12,9
53228,0.04,14,0.1,9
53229,0.13,14,0.2,12
53230,0.03,13,0.05,7
53231,0.03,17,0.05,7
53232,0.03,12,0.04,6
53233,0.03,14,0.1,9
53234,0.03,13,0.08,9
53235,0.03,15,0.06,6
53236,0.08,13,0.24,10
53237,0.03,16,0.09,8
53238,0.08,13,0.42,13
53239,0.06,15,0.13,9
53240,0.04,13,0.15,10
53241,0.11,13,0.44,13
53242,0.04,14,0.07,8
53243,0.03,12,0.14,9
53244,0.03,15,0.06,7
53245,0.05,16,0.1,9
53246,0.05,12,0.1,9
53247,0.03,13,0.06,7
53248,0.03,10,0.04,6
53249,0.09,12,0.05,11
53250,0.13,13,0.06,11
53251,0.06,12,0.05,9
53252,0.07,nan,0.03,nan
53253,0.04,14,0.05,9
53254,0.13,nan,0.05,nan
53255,0.1,14,0.06,10
53256,0.05,12,0.05,11
53257,0.22,nan,0.05,nan
53258,0.05,12,0.05,9
53259,0.04,12,0.06,11
53260,0.04,12,0.06,9
53261,0.06,13,0.05,8
53262,0.13,14,0.06,10
53263,0.04,12,0.06,8
53264,0.03,12,0.04,6
53265,0.05,11,0.04,8
53266,0.08,nan,0.05,nan
53267,0.08,13,0.11,11
53268,0.07,nan,0.03,nan
53269,0.14,nan,0.06,nan
53270,0.1,nan,0.04,nan
53271,0.15,nan,0.05,nan
53272,0.14,nan,0.05,nan
53273,0.28,nan,0.04,nan
53274,0.05,12,0.04,8
53275,0.05,13,0.1,11
53276,0.27,nan,0.1,nan
53277,0.21,nan,0.06,nan
53278,0.14,nan,0.09,nan
53279,0.05,12,0.05,8
53280,0.15,nan,0.04,nan
53281,0.21,nan,0.05,nan
53282,0.03,12,0.05,9
53283,0.09,14,0.09,13
53284,0.09,nan,0.05,nan
53285,0.09,nan,0.05,nan
53286,0.11,nan,0.06,nan
53287,0.17,nan,0.08,nan
53288,0.2,nan,0.06,nan
53289,0.2,nan,0.09,nan
53290,0.28,14,0.15,13
53291,0.24,nan,0.06,nan
53292,0.15,nan,0.06,nan
53293,0.24,nan,0.05,nan
53294,0.21,nan,0.06,nan
53295,0.07,11,0.08,11
53296,0.25,nan,0.12,nan
53297,0.16,nan,0.06,nan
53298,0.25,nan,0.1,nan
53299,0.03,14,0.05,8
53300,0.08,nan,0.05,nan
53301,0.1,nan,0.05,nan
53302,0.09,nan,0.06,nan
53303,0.13,nan,0.06,nan
53304,0.22,nan,0.04,nan
53305,0.22,nan,0.05,nan
53306,0.31,nan,0.09,nan
53307,0.08,12,0.08,11
53308,0.25,nan,0.1,nan
53309,0.27,nan,0.08,nan
53310,0.2,nan,0.1,nan
53311,0.11,14,0.13,11
53312,0.24,nan,0.07,nan
53313,0.16,nan,0.05,nan
53314,0.11,nan,0.04,nan
53315,0.21,nan,0.09,nan
53316,0.13,nan,0.05,nan
53317,0.2,nan,0.06,nan
53318,0.1,nan,0.06,nan
53319,0.16,nan,0.08,nan
53320,0.2,nan,0.05,nan
53321,0.41,nan,0.07,nan
53322,0.19,nan,0.08,nan
53323,0.21,nan,0.07,nan
53324,0.26,nan,0.08,nan
53325,0.31,nan,0.09,nan
53326,0.17,nan,0.09,nan
53327,0.26,nan,0.12,nan
53328,0.03,13,0.02,4
53329,0.03,10,0.04,6
53330,0.09,11,0.05,8
53331,0.05,11,0.06,8
53332,0.16,nan,0.06,nan
53333,0.03,12,0.03,6
53334,0.16,nan,0.06,nan
53335,0.03,13,0.06,9
53336,0.16,nan,0.06,nan
53337,0.19,nan,0.06,nan
53338,0.03,11,0.06,8
53339,0.06,12,0.13,11
53340,0.29,nan,0.11,nan
53341,0.18,nan,0.1,nan
53342,0.23,nan,0.1,nan
53343,0.04,11,0.04,6
53344,0.17,nan,0.07,nan
53345,0.13,nan,0.07,nan
53346,0.19,nan,0.06,nan
53347,0.22,nan,0.11,nan
53348,0.12,nan,0.06,nan
53349,0.11,nan,0.08,nan
53350,0.13,nan,0.07,nan
53351,0.17,nan,0.05,nan
53352,0.25,nan,0.06,nan
53353,0.15,nan,0.05,nan
53354,0.23,nan,0.07,nan
53355,0.18,nan,0.1,nan
53356,0.23,nan,0.05,nan
53357,0.18,nan,0.07,nan
53358,0.24,nan,0.09,nan
53359,0.21,nan,0.1,nan
53360,0.05,10,0.04,6
53361,0.24,13,0.15,13
53362,0.05,10,0.07,8
53363,0.03,14,0.03,6
53364,0.16,nan,0.08,nan
53365,0.41,nan,0.12,nan
53366,0.21,nan,0.06,nan
53367,0.04,14,0.09,10
53368,0.19,nan,0.06,nan
53369,0.3,nan,0.1,nan
53370,0.04,12,0.15,11
53371,0.07,11,0.05,8
53372,0.33,nan,0.12,nan
53373,0.29,nan,0.15,nan
53374,0.25,nan,0.1,nan
53375,0.08,12,0.09,8
53376,0.03,12,0.04,6
53377,0.17,nan,0.07,nan
53378,0.18,nan,0.07,nan
53379,0.12,13,0.06,8
53380,0.06,nan,0.04,nan
53381,0.09,nan,0.06,nan
53382,0.14,nan,0.05,nan
53383,0.12,nan,0.08,nan
53384,0.06,13,0.05,8
53385,0.17,nan,0.06,nan
53386,0.09,14,0.13,11
53387,0.08,13,0.07,11
53388,0.22,nan,0.1,nan
53389,0.16,nan,0.06,nan
53390,0.2,nan,0.1,nan
53391,0.04,13,0.05,8
53392,0.37,nan,0.11,nan
53393,0.24,nan,0.08,nan
53394,0.16,nan,0.07,nan
53395,0.33,nan,0.15,nan
53396,0.08,nan,0.04,nan
53397,0.08,nan,0.05,nan
53398,0.09,nan,0.11,nan
53399,0.1,nan,0.07,nan
53400,0.31,nan,0.12,nan
53401,0.19,nan,0.08,nan
53402,0.33,nan,0.17,nan
53403,0.25,nan,0.1,nan
53404,0.25,nan,0.11,nan
53405,0.29,nan,0.11,nan
53406,0.23,nan,0.08,nan
53407,0.34,nan,0.17,nan
53408,0.36,nan,0.12,nan
53409,0.15,nan,0.04,nan
53410,0.19,nan,0.11,nan
53411,0.31,nan,0.12,nan
53412,0.08,nan,0.04,nan
53413,0.13,nan,0.06,nan
53414,0.11,nan,0.05,nan
53415,0.19,nan,0.08,nan
53416,0.29,nan,0.13,nan
53417,0.32,nan,0.06,nan
53418,0.03,12,0.05,8
53419,0.08,13,0.08,11
53420,0.17,nan,0.06,nan
53421,0.24,nan,0.07,nan
53422,0.27,nan,0.09,nan
53423,0.06,14,0.19,11
53424,0.66,nan,0.14,nan
53425,0.26,nan,0.09,nan
53426,0.18,nan,0.1,nan
53427,0.05,14,0.06,8
53428,0.08,nan,0.05,nan
53429,0.11,nan,0.06,nan
53430,0.1,nan,0.06,nan
53431,0.09,nan,0.07,nan
53432,0.37,nan,0.08,nan
53433,0.3,nan,0.08,nan
53434,0.07,13,0.06,8
53435,0.05,12,0.06,9
53436,0.19,nan,0.07,nan
53437,0.2,nan,0.09,nan
53438,0.19,nan,0.08,nan
53439,0.1,13,0.25,11
53440,0.04,9,0.02,4
53441,0.17,nan,0.05,nan
53442,0.04,11,0.04,8
53443,0.03,13,0.05,8
53444,0.1,nan,0.04,nan
53445,0.11,nan,0.05,nan
53446,0.1,nan,0.04,nan
53447,0.11,nan,0.06,nan
53448,0.03,12,0.04,6
53449,0.18,nan,0.04,nan
53450,0.03,14,0.06,8
53451,0.08,13,0.08,11
53452,0.04,14,0.03,6
53453,0.23,nan,0.06,nan
53454,0.07,11,0.07,9
53455,0.03,14,0.08,6
53456,0.06,12,0.04,4
53457,0.07,16,0.1,6
53458,0.11,13,0.12,9
53459,0.05,11,0.07,8
53460,0.17,nan,0.07,nan
53461,0.04,12,0.07,8
53462,0.18,nan,0.09,nan
53463,0.05,13,0.12,10
53464,0.04,12,0.04,6
53465,0.27,nan,0.09,nan
53466,0.03,12,0.05,8
53467,0.06,13,0.06,9
53468,0.04,14,0.08,8
53469,0.03,14,0.04,6
53470,0.05,14,0.07,10
53471,0.03,14,0.03,6
53472,0.04,14,0.02,6
53473,0.2,nan,0.05,nan
53474,0.04,12,0.04,8
53475,0.07,14,0.09,11
53476,0.1,nan,0.05,nan
53477,0.2,nan,0.07,nan
53478,0.14,nan,0.06,nan
53479,0.19,nan,0.07,nan
53480,0.05,14,0.11,13
53481,0.15,nan,0.08,nan
53482,0.05,11,0.03,6
53483,0.08,13,0.05,8
53484,0.24,nan,0.11,nan
53485,0.23,nan,0.05,nan
53486,0.04,14,0.08,10
53487,0.03,14,0.05,8
53488,0.03,14,0.05,6
53489,0.06,14,0.11,11
53490,0.03,13,0.07,9
53491,0.03,14,0.04,6
53492,0.23,nan,0.07,nan
53493,0.04,15,0.17,12
53494,0.15,nan,0.06,nan
53495,0.04,14,0.06,8
53496,0.07,14,0.11,11
53497,0.35,nan,0.15,nan
53498,0.04,14,0.06,6
53499,0.04,14,0.07,7
53500,0.04,15,0.23,12
53501,0.26,14,0.28,14
53502,0.06,14,0.07,8
53503,0.03,13,0.06,7
53504,0.03,11,0.05,6
53505,0.03,13,0.05,8
53506,0.09,nan,0.05,nan
53507,0.12,13,0.13,11
53508,0.07,nan,0.04,nan
53509,0.15,nan,0.05,nan
53510,0.11,nan,0.06,nan
53511,0.22,nan,0.06,nan
53512,0.18,nan,0.05,nan
53513,0.24,nan,0.1,nan
53514,0.18,12,0.1,8
53515,0.07,12,0.07,11
53516,0.38,nan,0.11,nan
53517,0.24,nan,0.07,nan
53518,0.23,nan,0.08,nan
53519,0.06,12,0.05,8
53520,0.38,nan,0.07,nan
53521,0.03,13,0.03,6
53522,0.18,nan,0.03,nan
53523,0.05,14,0.06,8
53524,0.08,nan,0.05,nan
53525,0.05,12,0.05,8
53526,0.15,nan,0.06,nan
53527,0.09,14,0.11,13
53528,0.3,nan,0.07,nan
53529,0.1,13,0.07,11
53530,0.33,nan,0.11,nan
53531,0.03,12,0.05,8
53532,0.2,nan,0.09,nan
53533,0.06,15,0.06,8
53534,0.2,nan,0.09,nan
53535,0.03,11,0.05,8
53536,0.23,nan,0.04,nan
53537,0.18,nan,0.06,nan
53538,0.22,nan,0.1,nan
53539,0.36,nan,0.05,nan
53540,0.1,nan,0.06,nan
53541,0.11,nan,0.09,nan
53542,0.64,nan,0.08,nan
53543,0.11,nan,0.05,nan
53544,0.32,nan,0.07,nan
53545,0.33,nan,0.07,nan
53546,0.21,nan,0.11,nan
53547,0.35,nan,0.09,nan
53548,0.14,nan,0.08,nan
53549,0.31,nan,0.06,nan
53550,0.21,nan,0.09,nan
53551,0.32,nan,0.12,nan
53552,0.26,nan,0.07,nan
53553,0.36,nan,0.11,nan
53554,0.25,nan,0.07,nan
53555,0.05,13,0.07,8
53556,0.13,nan,0.05,nan
53557,0.23,nan,0.08,nan
53558,0.12,nan,0.08,nan
53559,0.19,nan,0.1,nan
53560,0.21,nan,0.09,nan
53561,0.25,nan,0.09,nan
53562,0.27,nan,0.13,nan
53563,0.07,14,0.08,9
53564,0.22,nan,0.09,nan
53565,0.57,nan,0.15,nan
53566,0.18,nan,0.09,nan
53567,0.07,14,0.12,10
53568,0.22,nan,0.04,nan
53569,0.25,nan,0.05,nan
53570,0.22,nan,0.06,nan
53571,0.33,nan,0.07,nan
53572,0.14,nan,0.06,nan
53573,0.11,nan,0.09,nan
53574,0.11,nan,0.06,nan
53575,0.14,nan,0.06,nan
53576,0.18,nan,0.06,nan
53577,0.13,nan,0.07,nan
53578,0.3,nan,0.08,nan
53579,0.3,nan,0.07,nan
53580,0.2,nan,0.08,nan
53581,0.26,nan,0.11,nan
53582,0.2,nan,0.09,nan
53583,0.29,nan,0.06,nan
53584,0.29,nan,0.06,nan
53585,0.03,11,0.03,6
53586,0.22,nan,0.06,nan
53587,0.04,10,0.08,9
53588,0.24,nan,0.06,nan
53589,0.04,15,0.08,9
53590,0.15,nan,0.06,nan
53591,0.11,13,0.16,13
53592,0.2,nan,0.06,nan
53593,0.25,nan,0.06,nan
53594,0.39,nan,0.09,nan
53595,0.05,13,0.08,9
53596,0.42,nan,0.09,nan
53597,0.41,nan,0.13,nan
53598,0.23,nan,0.08,nan
53599,0.08,15,0.09,9
53600,0.15,nan,0.04,nan
53601,0.2,nan,0.04,nan
53602,0.21,nan,0.07,nan
53603,0.29,nan,0.06,nan
53604,0.1,nan,0.04,nan
53605,0.13,nan,0.1,nan
53606,0.1,nan,0.09,nan
53607,0.17,nan,0.07,nan
53608,0.17,nan,0.06,nan
53609,0.2,nan,0.06,nan
53610,0.18,nan,0.05,nan
53611,0.34,nan,0.09,nan
53612,0.2,nan,0.07,nan
53613,0.23,nan,0.08,nan
53614,0.2,nan,0.11,nan
53615,0.36,nan,0.07,nan
53616,0.49,nan,0.05,nan
53617,0.23,nan,0.1,nan
53618,0.23,nan,0.07,nan
53619,0.04,13,0.08,10
53620,0.24,nan,0.07,nan
53621,0.31,nan,0.12,nan
53622,0.15,nan,0.06,nan
53623,0.15,14,0.11,14
53624,0.24,nan,0.08,nan
53625,0.31,nan,0.08,nan
53626,0.41,nan,0.07,nan
53627,0.08,14,0.23,12
53628,0.41,nan,0.1,nan
53629,0.31,nan,0.12,nan
53630,0.26,nan,0.07,nan
53631,0.07,14,0.12,10
53632,0.03,13,0.05,8
53633,0.07,14,0.08,11
53634,0.19,nan,0.06,nan
53635,0.11,11,0.09,11
53636,0.13,nan,0.05,nan
53637,0.13,nan,0.06,nan
53638,0.12,nan,0.08,nan
53639,0.13,nan,0.04,nan
53640,0.07,12,0.14,11
53641,0.18,12,0.07,11
53642,0.11,12,0.07,11
53643,0.29,nan,0.09,nan
53644,0.21,nan,0.07,nan
53645,0.3,nan,0.09,nan
53646,0.22,nan,0.1,nan
53647,0.15,13,0.1,11
53648,0.33,nan,0.06,nan
53649,0.03,13,0.06,8
53650,0.19,nan,0.14,nan
53651,0.11,14,0.08,11
53652,0.11,nan,0.07,nan
53653,0.05,13,0.11,11
53654,0.11,nan,0.08,nan
53655,0.17,nan,0.11,nan
53656,0.5,nan,0.1,nan
53657,0.04,13,0.06,8
53658,0.32,nan,0.07,nan
53659,0.07,13,0.16,11
53660,0.25,nan,0.09,nan
53661,0.44,nan,0.18,nan
53662,0.19,nan,0.08,nan
53663,0.03,12,0.08,9
53664,0.61,nan,0.16,nan
53665,0.37,nan,0.11,nan
53666,0.28,nan,0.13,nan
53667,0.35,nan,0.11,nan
53668,0.11,nan,0.06,nan
53669,0.1,nan,0.06,nan
53670,0.13,nan,0.09,nan
53671,0.16,nan,0.08,nan
53672,0.37,nan,0.13,nan
53673,0.24,nan,0.09,nan
53674,0.03,13,0.04,8
53675,0.04,13,0.1,11
53676,0.16,nan,0.15,nan
53677,0.27,nan,0.12,nan
53678,0.21,nan,0.14,nan
53679,0.05,12,0.22,11
53680,0.39,nan,0.11,nan
53681,0.09,13,0.06,8
53682,0.19,nan,0.16,nan
53683,0.03,12,0.05,9
53684,0.09,nan,0.05,nan
53685,0.2,nan,0.09,nan
53686,0.15,nan,0.07,nan
53687,0.19,nan,0.11,nan
53688,0.26,nan,0.14,nan
53689,0.24,nan,0.11,nan
53690,0.53,nan,0.14,nan
53691,0.04,12,0.09,9
53692,0.24,nan,0.12,nan
53693,0.37,nan,0.16,nan
53694,0.18,nan,0.1,nan
53695,0.07,14,0.59,12
53696,0.04,15,0.04,6
53697,0.04,14,0.06,8
53698,0.08,12,0.06,11
53699,0.06,12,0.05,8
53700,0.16,nan,0.05,nan
53701,0.07,13,0.04,8
53702,0.13,nan,0.06,nan
53703,0.19,nan,0.06,nan
53704,0.03,14,0.04,8
53705,0.1,13,0.06,11
53706,0.05,14,0.06,8
53707,0.06,13,0.13,11
53708,0.03,13,0.05,8
53709,0.07,14,0.06,9
53710,0.04,14,0.06,9
53711,0.03,14,0.09,9
53712,0.03,13,0.03,6
53713,0.03,14,0.02,4
53714,0.3,nan,0.1,nan
53715,0.03,12,0.04,6
53716,0.23,nan,0.07,nan
53717,0.04,10,0.03,6
53718,0.15,nan,0.06,nan
53719,0.12,13,0.12,11
53720,0.03,14,0.08,9
53721,0.03,12,0.03,6
53722,0.09,11,0.08,9
53723,0.03,12,0.11,9
53724,0.1,14,0.11,10
53725,0.03,12,0.04,6
53726,0.13,12,0.16,12
53727,0.03,15,0.05,6
53728,0.04,9,0.05,8
53729,0.1,12,0.07,11
53730,0.05,12,0.06,8
53731,0.44,nan,0.19,nan
53732,0.11,nan,0.05,nan
53733,0.1,nan,0.05,nan
53734,0.15,nan,0.05,nan
53735,0.16,nan,0.06,nan
53736,0.06,14,0.1,13
53737,0.28,nan,0.06,nan
53738,0.07,13,0.05,8
53739,0.05,11,0.06,9
53740,0.31,nan,0.16,nan
53741,0.26,nan,0.08,nan
53742,0.09,15,0.11,10
53743,0.07,15,0.54,12
53744,0.04,13,0.09,9
53745,0.04,14,0.04,6
53746,0.52,nan,0.07,nan
53747,0.03,15,0.04,6
53748,0.23,nan,0.09,nan
53749,0.04,14,0.07,8
53750,0.19,nan,0.07,nan
53751,0.14,15,0.13,12
53752,0.09,13,0.34,13
53753,0.09,15,0.14,11
53754,0.06,13,0.09,9
53755,0.04,14,0.04,6
53756,0.15,14,0.34,14
53757,0.14,15,0.29,12
53758,0.06,14,0.12,10
53759,0.03,15,0.05,7
53760,0.15,nan,0.04,nan
53761,0.13,nan,0.05,nan
53762,0.03,13,0.05,9
53763,0.07,13,0.12,13
53764,0.09,nan,0.03,nan
53765,0.09,nan,0.06,nan
53766,0.13,nan,0.06,nan
53767,0.16,nan,0.06,nan
53768,0.16,nan,0.05,nan
53769,0.15,nan,0.07,nan
53770,0.1,14,0.11,13
53771,0.25,nan,0.09,nan
53772,0.21,nan,0.07,nan
53773,0.28,nan,0.05,nan
53774,0.19,nan,0.08,nan
53775,0.05,13,0.07,11
53776,0.36,nan,0.05,nan
53777,0.27,nan,0.06,nan
53778,0.28,nan,0.12,nan
53779,0.23,nan,0.07,nan
53780,0.09,nan,0.05,nan
53781,0.12,nan,0.05,nan
53782,0.1,nan,0.04,nan
53783,0.14,nan,0.06,nan
53784,0.2,nan,0.05,nan
53785,0.24,nan,0.06,nan
53786,0.25,nan,0.08,nan
53787,0.28,nan,0.08,nan
53788,0.35,nan,0.07,nan
53789,0.22,nan,0.08,nan
53790,0.24,nan,0.08,nan
53791,0.32,nan,0.09,nan
53792,0.2,nan,0.05,nan
53793,0.29,nan,0.07,nan
53794,0.25,nan,0.1,nan
53795,0.28,nan,0.1,nan
53796,0.1,nan,0.05,nan
53797,0.1,nan,0.07,nan
53798,0.13,nan,0.07,nan
53799,0.13,nan,0.08,nan
53800,0.17,nan,0.07,nan
53801,0.18,nan,0.04,nan
53802,0.33,nan,0.11,nan
53803,0.37,nan,0.07,nan
53804,0.29,nan,0.06,nan
53805,0.3,nan,0.07,nan
53806,0.19,nan,0.07,nan
53807,0.23,nan,0.1,nan
53808,0.37,nan,0.05,nan
53809,0.34,nan,0.05,nan
53810,0.29,nan,0.1,nan
53811,0.08,12,0.11,11
53812,0.11,nan,0.05,nan
53813,0.1,nan,0.08,nan
53814,0.1,nan,0.06,nan
53815,0.12,nan,0.06,nan
53816,0.21,nan,0.08,nan
53817,0.28,nan,0.07,nan
53818,0.34,nan,0.08,nan
53819,0.31,nan,0.08,nan
53820,0.43,nan,0.08,nan
53821,0.3,nan,0.08,nan
53822,0.16,nan,0.09,nan
53823,0.37,nan,0.14,nan
53824,0.22,nan,0.06,nan
53825,0.27,nan,0.05,nan
53826,0.22,nan,0.07,nan
53827,0.26,nan,0.07,nan
53828,0.12,nan,0.05,nan
53829,0.21,nan,0.07,nan
53830,0.17,nan,0.06,nan
53831,0.17,nan,0.07,nan
53832,0.25,nan,0.04,nan
53833,0.19,nan,0.07,nan
53834,0.31,nan,0.06,nan
53835,0.22,nan,0.1,nan
53836,0.49,nan,0.08,nan
53837,0.3,nan,0.08,nan
53838,0.24,nan,0.09,nan
53839,0.36,nan,0.08,nan
53840,0.32,nan,0.05,nan
53841,0.34,nan,0.07,nan
53842,0.04,11,0.07,8
53843,0.16,14,0.13,11
53844,0.2,nan,0.06,nan
53845,0.22,nan,0.06,nan
53846,0.17,nan,0.08,nan
53847,0.06,10,0.11,9
53848,0.19,nan,0.05,nan
53849,0.21,nan,0.08,nan
53850,0.17,12,0.13,11
53851,0.29,nan,0.11,nan
53852,0.25,nan,0.06,nan
53853,0.15,nan,0.07,nan
53854,0.25,nan,0.09,nan
53855,0.05,13,0.05,8
53856,0.2,nan,0.04,nan
53857,0.3,nan,0.06,nan
53858,0.24,nan,0.13,nan
53859,0.22,nan,0.11,nan
53860,0.14,nan,0.05,nan
53861,0.16,nan,0.08,nan
53862,0.14,nan,0.06,nan
53863,0.16,nan,0.11,nan
53864,0.17,nan,0.06,nan
53865,0.18,nan,0.06,nan
53866,0.29,nan,0.09,nan
53867,0.22,nan,0.15,nan
53868,0.15,nan,0.07,nan
53869,0.28,nan,0.1,nan
53870,0.37,nan,0.13,nan
53871,0.32,nan,0.08,nan
53872,0.33,nan,0.08,nan
53873,0.31,nan,0.09,nan
53874,0.09,13,0.15,11
53875,0.04,13,0.06,8
53876,0.26,nan,0.08,nan
53877,0.28,nan,0.09,nan
53878,0.17,nan,0.1,nan
53879,0.09,12,0.24,12
53880,0.32,nan,0.1,nan
53881,0.28,nan,0.12,nan
53882,0.39,nan,0.14,nan
53883,0.34,nan,0.14,nan
53884,0.71,nan,0.1,nan
53885,0.48,nan,0.12,nan
53886,0.23,nan,0.11,nan
53887,0.51,nan,0.16,nan
53888,0.22,nan,0.04,nan
53889,0.09,nan,0.05,nan
53890,0.22,nan,0.07,nan
53891,0.39,nan,0.08,nan
53892,0.1,nan,0.05,nan
53893,0.1,nan,0.08,nan
53894,0.13,nan,0.04,nan
53895,0.1,nan,0.13,nan
53896,0.23,nan,0.05,nan
53897,0.15,nan,0.05,nan
53898,0.29,nan,0.09,nan
53899,0.56,nan,0.11,nan
53900,0.13,nan,0.04,nan
53901,0.2,nan,0.05,nan
53902,0.18,nan,0.1,nan
53903,0.2,nan,0.07,nan
53904,0.19,nan,0.05,nan
53905,0.23,nan,0.07,nan
53906,0.16,nan,0.06,nan
53907,0.25,nan,0.06,nan
53908,0.08,nan,0.06,nan
53909,0.12,nan,0.06,nan
53910,0.13,nan,0.04,nan
53911,0.12,nan,0.06,nan
53912,0.43,nan,0.05,nan
53913,0.2,nan,0.06,nan
53914,0.37,nan,0.1,nan
53915,0.41,nan,0.12,nan
53916,0.26,nan,0.08,nan
53917,0.18,nan,0.04,nan
53918,0.26,nan,0.08,nan
53919,0.24,nan,0.06,nan
53920,0.16,nan,0.04,nan
53921,0.8,nan,0.08,nan
53922,0.3,nan,0.11,nan
53923,0.22,nan,0.08,nan
53924,0.07,nan,0.05,nan
53925,0.08,nan,0.05,nan
53926,0.15,nan,0.05,nan
53927,0.12,nan,0.06,nan
53928,0.19,nan,0.06,nan
53929,0.16,nan,0.05,nan
53930,0.09,13,0.11,11
53931,0.23,nan,0.13,nan
53932,0.19,nan,0.09,nan
53933,0.19,nan,0.08,nan
53934,0.26,nan,0.1,nan
53935,0.21,nan,0.13,nan
53936,0.22,nan,0.07,nan
53937,0.24,nan,0.05,nan
53938,0.33,nan,0.08,nan
53939,0.31,nan,0.05,nan
53940,0.08,nan,0.05,nan
53941,0.11,nan,0.11,nan
53942,0.11,nan,0.06,nan
53943,0.12,nan,0.05,nan
53944,0.44,nan,0.05,nan
53945,0.21,nan,0.04,nan
53946,0.35,nan,0.12,nan
53947,0.57,nan,0.1,nan
53948,0.23,nan,0.06,nan
53949,0.17,nan,0.09,nan
53950,0.23,nan,0.08,nan
53951,0.35,nan,0.08,nan
53952,0.27,nan,0.05,nan
53953,0.19,nan,0.05,nan
53954,0.03,11,0.05,8
53955,0.11,12,0.11,11
53956,0.12,nan,0.05,nan
53957,0.12,nan,0.07,nan
53958,0.12,nan,0.04,nan
53959,0.15,nan,0.05,nan
53960,0.32,nan,0.05,nan
53961,0.29,nan,0.08,nan
53962,0.06,12,0.08,11
53963,0.22,nan,0.08,nan
53964,0.23,nan,0.05,nan
53965,0.41,nan,0.1,nan
53966,0.05,12,0.08,9
53967,0.1,12,0.07,8
53968,0.04,12,0.05,9
53969,0.27,nan,0.08,nan
53970,0.04,12,0.12,9
53971,0.11,12,0.13,11
53972,0.25,nan,0.07,nan
53973,0.1,13,0.12,12
53974,0.17,nan,0.14,nan
53975,0.07,13,0.1,10
53976,0.19,nan,0.05,nan
53977,0.3,nan,0.08,nan
53978,0.08,14,0.14,11
53979,0.5,nan,0.13,nan
53980,0.09,14,0.16,12
53981,0.46,nan,0.08,nan
53982,0.1,13,0.08,10
53983,0.07,15,0.09,9
53984,0.23,nan,0.06,nan
53985,0.3,nan,0.13,nan
53986,0.09,14,0.1,11
